"","metric","level","levelName","vName","value","rank_overall","rank_byLevel"
"378","EC",5,"Physical objects","Opticians and ophthalmologists",0.258799655712532,71,55
"379","EC",5,"Physical objects","Other communal resources",0.0394353526294477,308,201
"380","EC",5,"Physical objects","Other discretionary goods retail",0.250725986788971,95,79
"381","EC",5,"Physical objects","Other discretionary services",0.260618250695275,67,51
"382","EC",5,"Physical objects","Other staple goods retail",0.247336785645353,100,84
"383","EC",5,"Physical objects","Parking",0.00274939768532672,452,234
"384","EC",5,"Physical objects","Parks",0.0603297906120788,257,184
"385","EC",5,"Physical objects","Parliamentary buildings",0.273301591041283,45,30
"386","EC",5,"Physical objects","Personal devices",0.0309184555550215,324,207
"387","EC",5,"Physical objects","Pharmacies",0.246663736511177,102,86
"388","EC",5,"Physical objects","Piers and boardwalks",0.0430594115916806,301,200
"389","EC",5,"Physical objects","Playgrounds (indoor)",0.264777813714667,62,46
"390","EC",5,"Physical objects","Playgrounds (outdoor)",0.0495834465483916,281,193
"391","EC",5,"Physical objects","Police stations",0.266850329437834,57,41
"392","EC",5,"Physical objects","Political offices",0.237964333628803,131,114
"393","EC",5,"Physical objects","Post boxes",0.000529072946567476,473,244
"394","EC",5,"Physical objects","Post offices",0.251822873637814,91,75
"395","EC",5,"Physical objects","Potable water pipes",0.00130905953372525,469,243
"396","EC",5,"Physical objects","Power lines",0.00013316956130284,481,252
"397","EC",5,"Physical objects","Power poles, towers, and converter stations",0.00036828627002293,475,246
"398","EC",5,"Physical objects","Power stations",0.227862102523146,173,156
"399","EC",5,"Physical objects","Prisons and jails",0.265224463032011,61,45
"400","EC",5,"Physical objects","Private motor vehicles",0.0558045298419153,269,187
"401","EC",5,"Physical objects","Public art",0.0390862508160256,309,202
"402","EC",5,"Physical objects","Public drinking water points",0.0225522303568243,359,221
"403","EC",5,"Physical objects","Public information boards",0.0211953687339536,365,223
"404","EC",5,"Physical objects","Public telephones",0.0225580035758613,358,220
"405","EC",5,"Physical objects","Public toilets",0.112037166116725,212,176
"406","EC",5,"Physical objects","Publishing offices",0.23433957662594,148,131
"407","EC",5,"Physical objects","Rail signalling and switches",0.00208801293223113,460,238
"408","EC",5,"Physical objects","Real estate management offices",0.239431284096662,125,108
"409","EC",5,"Physical objects","Recycling centres",0.205515031442333,187,167
"410","EC",5,"Physical objects","Registrar offices",0.238935204310491,127,110
"411","EC",5,"Physical objects","Religious buildings",0.29386607555757,32,18
"412","EC",5,"Physical objects","Removal services",0.232722607881226,152,135
"413","EC",5,"Physical objects","Research and consulting services",0.251055478726009,94,78
"414","EC",5,"Physical objects","Reservoirs",0.0460822622900079,289,198
"415","EC",5,"Physical objects","Residential gardens",0.0513847087640689,277,192
"416","EC",5,"Physical objects","Residential properties",0.199872752216049,192,168
"417","EC",5,"Physical objects","Rivers and streams",0.0569189950471165,265,185
"418","EC",5,"Physical objects","Road traffic lights and signage",0.00410697597469665,447,232
"419","EC",5,"Physical objects","Roads (major) and railways",0.00187969071657963,466,242
"420","EC",5,"Physical objects","Roads (minor) and pathways",0.0212556317887095,364,222
"421","EC",5,"Physical objects","Schools",0.31824876800194,14,2
"422","EC",5,"Physical objects","Seas and tidal range",0.0269009695762768,336,213
"423","EC",5,"Physical objects","Security services",0.225457526471496,179,162
"424","EC",5,"Physical objects","Self-storage",0.0252790855947292,342,216
"425","EC",5,"Physical objects","Sexual health clinics",0.245237521168606,106,89
"426","EC",5,"Physical objects","Shopping centres",0.27608272163221,42,28
"427","EC",5,"Physical objects","Smaller food markets",0.251946013631879,90,74
"428","EC",5,"Physical objects","Social work offices",0.253081615209209,81,65
"429","EC",5,"Physical objects","Sports and outdoor retail",0.243490456623753,115,98
"430","EC",5,"Physical objects","Sports clubhouses",0.27109302229383,47,32
"431","EC",5,"Physical objects","Sports facilities (indoor)",0.284633170796148,37,23
"432","EC",5,"Physical objects","Sports facilities (outdoor, impermeable)",0.0380165617341963,312,203
"433","EC",5,"Physical objects","Sports facilities (outdoor, impermeable, with club)",0.284833965495527,36,22
"434","EC",5,"Physical objects","Sports facilities (outdoor, permeable)",0.0564152923405182,268,186
"435","EC",5,"Physical objects","Sports facilities (outdoor, permeable, with club)",0.303232696101848,18,5
"436","EC",5,"Physical objects","Springs and wells",0.0329989609785873,321,206
"437","EC",5,"Physical objects","Stables",0.226929688824746,178,161
"438","EC",5,"Physical objects","Stormwater basins",0.0260871428766899,340,215
"439","EC",5,"Physical objects","Street lights",0.00527028402266994,442,229
"440","EC",5,"Physical objects","Structural defences",6.11585521716346e-05,483,254
"441","EC",5,"Physical objects","Subway stations",0.252229302507201,88,72
"442","EC",5,"Physical objects","Subway trains",0.0471658536582213,288,197
"443","EC",5,"Physical objects","Supermarkets",0.2696677065142,50,35
"444","EC",5,"Physical objects","Surveillance cameras",0.00200638234350252,463,239
"445","EC",5,"Physical objects","Takeaways",0.249561083033819,97,81
"446","EC",5,"Physical objects","Taxi ranks",0.0273153193734238,333,211
"447","EC",5,"Physical objects","Taxis",0.0902703881227758,225,180
"448","EC",5,"Physical objects","Telecommunications towers",0.000104131343987763,482,253
"449","EC",5,"Physical objects","Telephone exchanges",5.20656719938816e-05,485,256
"450","EC",5,"Physical objects","Toll booths and weighbridges",0.0483164895040821,286,195
"451","EC",5,"Physical objects","Tourism offices",0.257419443379482,74,58
"452","EC",5,"Physical objects","Town squares",0.0352509842281212,314,204
"453","EC",5,"Physical objects","Traffic calming measures",0.00215542497681194,459,237
"454","EC",5,"Physical objects","Train stations (major)",0.280620627924102,38,24
"455","EC",5,"Physical objects","Train stations (minor)",0.217530598922723,183,165
"456","EC",5,"Physical objects","Training centres",0.244326110285647,112,95
"457","EC",5,"Physical objects","Trains",0.114875480585475,209,175
"458","EC",5,"Physical objects","Tram or ferry stops",0.0272266306946007,334,212
"459","EC",5,"Physical objects","Transport providers and control centres",0.244411520385939,111,94
"460","EC",5,"Physical objects","Travel agencies",0.253047389580265,82,66
"461","EC",5,"Physical objects","Traveller sites",0.18254773669311,195,169
"462","EC",5,"Physical objects","Tunnels",0.024343452148237,349,219
"463","EC",5,"Physical objects","Union offices",0.245391609894879,104,87
"464","EC",5,"Physical objects","Utility trades",0.235095111090827,143,126
"465","EC",5,"Physical objects","Vehicle depots",0.236715446834259,135,118
"466","EC",5,"Physical objects","Vehicle impounds",0.230118352456757,159,142
"467","EC",5,"Physical objects","Vehicle maintenance services",0.237088423262593,133,116
"468","EC",5,"Physical objects","Vehicle rental services",0.227095871599816,176,159
"469","EC",5,"Physical objects","Vehicle sharing points",0.0133369557146165,404,226
"470","EC",5,"Physical objects","Veterinary practices",0.24334191150319,116,99
"471","EC",5,"Physical objects","Waste collection service offices",0.228452063519807,170,153
"472","EC",5,"Physical objects","Waste sorting centres",0.227581335886485,174,157
"473","EC",5,"Physical objects","Wastewater pipes",0.00246259285500583,454,235
"474","EC",5,"Physical objects","Wastewater pumping stations",0.0897805413279119,226,181
"475","EC",5,"Physical objects","Wastewater tanks",0.00223579068847378,458,236
"476","EC",5,"Physical objects","Wastewater treatment works",0.235806970307903,141,124
"477","EC",5,"Physical objects","Water pipes",0.000286826425090252,477,248
"478","EC",5,"Physical objects","Water provider offices",0.24075012473462,122,105
"479","EC",5,"Physical objects","Water pumping stations",0.0913154386989523,224,179
"480","EC",5,"Physical objects","Water tanks and towers",0.00424806459669764,446,231
"481","EC",5,"Physical objects","Water treatment works",0.236388103137674,136,119
"482","EC",5,"Physical objects","Wetlands",0.0444625084440765,295,199
"483","EC",5,"Physical objects","Wholesale retail",0.240296503622588,123,106
"484","EC",5,"Physical objects","Wildlife",0.0342028656970943,316,205
"485","EC",5,"Physical objects","Zoos",0.293426924251563,33,19
"486","SBC",1,"Functional purposes","Cultural heritage and sense of place",0,84,1
"487","SBC_norm",1,"Functional purposes","Cultural heritage and sense of place",0,84,1
"488","SBC",1,"Functional purposes","Economic opportunity",0,84,1
"489","SBC_norm",1,"Functional purposes","Economic opportunity",0,84,1
"490","SBC",1,"Functional purposes","Globalised connectivity",0,84,1
"491","SBC_norm",1,"Functional purposes","Globalised connectivity",0,84,1
"492","SBC",1,"Functional purposes","Knowledge transfer and diffusion of innovation",0,84,1
"493","SBC_norm",1,"Functional purposes","Knowledge transfer and diffusion of innovation",0,84,1
"494","SBC",1,"Functional purposes","Physical settlement",0,84,1
"495","SBC_norm",1,"Functional purposes","Physical settlement",0,84,1
"496","SBC",1,"Functional purposes","Pooling of resources",0,84,1
"497","SBC_norm",1,"Functional purposes","Pooling of resources",0,84,1
"498","SBC",1,"Functional purposes","Safety and security",0,84,1
"499","SBC_norm",1,"Functional purposes","Safety and security",0,84,1
"500","SBC",1,"Functional purposes","Social opportunity and care",0,84,1
"501","SBC_norm",1,"Functional purposes","Social opportunity and care",0,84,1
"502","SBC",2,"Values and priority measures","Collective identity and community support",152,49,3
"503","SBC_norm",2,"Values and priority measures","Collective identity and community support",0.00130041236760604,49,3
"504","SBC",2,"Values and priority measures","Comprehensive security and rule of law",4,83,11
"505","SBC_norm",2,"Values and priority measures","Comprehensive security and rule of law",3.42213780948959e-05,83,11
"506","SBC",2,"Values and priority measures","Diverse livelihoods and employment",0,84,12
"507","SBC_norm",2,"Values and priority measures","Diverse livelihoods and employment",0,84,12
"508","SBC",2,"Values and priority measures","Effective leadership and management",80,65,7
"509","SBC_norm",2,"Values and priority measures","Effective leadership and management",0.000684427561897918,65,7
"510","SBC",2,"Values and priority measures","Effective provision of critical services",64,69,8
"511","SBC_norm",2,"Values and priority measures","Effective provision of critical services",0.000547542049518334,69,8
